,Open,High,Low,Close,Volume,Dividends,Stock Splits,Year,Month,Day,SMA50,SMA200,EMA20,RSI,MACD,MACD_Signal,MACD_Hist,ATR,Stoch_K,Stoch_D,OBV,Volume_SMA20,Relative_Volume,ROC,Daily_Return,Volatility
Open,1.0,0.9981643149702176,0.9980816276431073,0.9955320986448253,0.3080735900399701,-0.07504510828756797,,0.7836297029404713,-0.21429366624647517,-0.014617542023136327,0.8991241249026354,0.5972168677197612,0.9784397138600872,0.24220347129104777,0.3788388444998797,0.4191157269582003,-0.0739807015166741,0.8466650528312647,0.11491647193340453,0.1520474096851384,0.8510692625135708,0.7484013186303685,-0.045006338318655505,0.14477736596200894,-0.033278750906669124,0.08322411667501675
High,0.9981643149702176,1.0,0.9978257476346051,0.9979472994653485,0.32610309744940413,-0.07551869262384404,,0.779934352415831,-0.21888360289318473,-0.009950132691863936,0.8925866098332337,0.58776928231777,0.9749437972372175,0.26265003622929356,0.39147590992659076,0.4287557874764,-0.061436408822517635,0.8529878681408453,0.13480793671465344,0.16277243245212109,0.8591991080092695,0.7505868235046178,-0.02574005636315828,0.16384620699509309,0.00783790758231199,0.09845987136200186
Low,0.9980816276431073,0.9978257476346051,1.0,0.9981718052157068,0.2896449098900908,-0.0782795130079424,,0.7855728666235335,-0.21041469667247667,-0.009647832292274694,0.8975773328986348,0.5980750349036563,0.9770581819423336,0.2566829230434921,0.3813395245383729,0.4184246604670446,-0.06251061522023918,0.8364132253974998,0.13533785416431918,0.1618927464857851,0.8514347607030882,0.7441720099267645,-0.06226752397655058,0.15890407510669738,0.006015131620161587,0.07526400247030064
Close,0.9955320986448253,0.9979472994653485,0.9981718052157068,1.0,0.3088607806106043,-0.07992683833509237,,0.7836258843456357,-0.21533851835799564,-0.005492062864815646,0.8931500107139074,0.5907996514903463,0.9742441123652279,0.2727626800983087,0.3881246616679088,0.4232735810482172,-0.05464414633536716,0.8421370183233906,0.15416401851900732,0.1682354906693909,0.8577827014722945,0.7464615789635553,-0.041693589621783746,0.17338803709302877,0.05044025928377052,0.08682294947834915
Volume,0.3080735900399701,0.32610309744940413,0.2896449098900908,0.3088607806106043,1.0,-9.015893459298563e-05,,0.2158498750188489,-0.04925602525108304,0.004062194611061049,0.24015971958479412,0.03847305159062375,0.28783316412955745,0.10416675430736033,0.18357367192323504,0.20781332970469896,-0.052182676604179794,0.4140655537070527,-0.01829376757260515,-0.03551011558630913,0.2912140484352107,0.41510207929033305,0.8671574396945194,0.08898480830560028,0.09869676034151298,0.2841761730193281
Dividends,-0.07504510828756797,-0.07551869262384404,-0.0782795130079424,-0.07992683833509237,-9.015893459298563e-05,1.0,,-0.02473749367566271,-0.03349760788369931,-0.06661564039187036,-0.0689571915296121,-0.04751281043843898,-0.0791201907612094,-0.02206733291906367,-0.02987184916511923,-0.03769348943285957,0.021901211957531242,-0.06204311331673977,-0.010977312729943244,0.0008773282398688164,-0.088922312165181,-0.05270170383873,0.03565890368695602,-0.04336822298974311,-0.053447979816457034,-0.0026031237581351143
Stock Splits,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,0.7836297029404713,0.779934352415831,0.7855728666235335,0.7836258843456357,0.2158498750188489,-0.02473749367566271,,1.0,-0.5487996113298308,-0.0679905269690413,0.7285101779521711,0.45792176184324845,0.773757807755068,0.19423583009254855,0.2567388565080409,0.2754513133754567,-0.020451115267369355,0.5901845871839944,0.10011073385315047,0.11579170771338504,0.48651901411953574,0.6202770001610597,-0.07119078396878004,0.1345080648838164,0.011844039483211248,0.1014240800647259
Month,-0.21429366624647517,-0.21888360289318473,-0.21041469667247667,-0.21533851835799564,-0.04925602525108304,-0.03349760788369931,,-0.5487996113298308,1.0,0.017104726394025844,-0.08325240445637433,-0.08231312782487306,-0.17055214162906066,-0.24194704752677387,-0.3303085847718676,-0.3337007637064219,-0.04522034866726384,-0.3103890883440815,-0.14190432571057948,-0.16999387721870385,-0.13926395225690352,-0.21091153143802419,0.037331240997155145,-0.16500576037979647,0.001009600672057424,-0.42188732143683483
Day,-0.014617542023136327,-0.009950132691863936,-0.009647832292274694,-0.005492062864815646,0.004062194611061049,-0.06661564039187036,,-0.0679905269690413,0.017104726394025844,1.0,-0.0219232271397299,-0.030792326853941263,-0.025098865391943125,0.0805198546723235,-0.005011922445686872,-0.024877017784217352,0.06784087600053333,-0.02559074665130389,0.04797985191416767,0.04512287405316663,0.0009914472163476801,-0.0015875188609979984,-0.006854548193795867,0.10166996368043953,0.08884432801658698,0.014655183897948551
SMA50,0.8991241249026354,0.8925866098332337,0.8975773328986348,0.8931500107139074,0.24015971958479412,-0.0689571915296121,,0.7285101779521711,-0.08325240445637433,-0.0219232271397299,1.0,0.7820990464209239,0.9593774824060933,-0.13458149061544927,-0.05527429841785617,0.007599353044627553,-0.22698412429802645,0.7970979255558124,-0.14419090211927427,-0.14540382435136137,0.694547218565787,0.6581349994739633,-0.06771008991459884,-0.12906304037407193,-0.05681359602470106,-0.10789823705999807
SMA200,0.5972168677197612,0.58776928231777,0.5980750349036563,0.5907996514903463,0.03847305159062375,-0.04751281043843898,,0.45792176184324845,-0.08231312782487306,-0.030792326853941263,0.7820990464209239,1.0,0.6740423405999595,-0.31664730154126935,-0.29101372129938546,-0.27844109887655655,-0.09366060786823736,0.5169905072875708,-0.18363102480474516,-0.19216438807889388,0.3326571085448965,0.2812335739533041,-0.10597593805902188,-0.20211664807379912,-0.07327405537829827,-0.2338430324888663
EMA20,0.9784397138600872,0.9749437972372175,0.9770581819423336,0.9742441123652279,0.28783316412955745,-0.0791201907612094,,0.773757807755068,-0.17055214162906066,-0.025098865391943125,0.9593774824060933,0.6740423405999595,1.0,0.06471677540409418,0.21160764992443318,0.2860293827304313,-0.2209077739065616,0.8559859718563311,-0.0352600339784941,-0.0175247519477737,0.8136457642694951,0.7360041468916559,-0.056382128867455875,-0.02101941599322936,-0.04279952842344721,0.007033452327816886
RSI,0.24220347129104777,0.26265003622929356,0.2566829230434921,0.2727626800983087,0.10416675430736033,-0.02206733291906367,,0.19423583009254855,-0.24194704752677387,0.0805198546723235,-0.13458149061544927,-0.31664730154126935,0.06471677540409418,1.0,0.8338364487178902,0.7036566881650498,0.5940090169996428,0.05516945056177262,0.8629334550508166,0.8718623837137895,0.3677310678809553,0.176524420554165,0.008550868240407518,0.8334579253532729,0.3546483877189124,0.3443057810664591
MACD,0.3788388444998797,0.39147590992659076,0.3813395245383729,0.3881246616679088,0.18357367192323504,-0.02987184916511923,,0.2567388565080409,-0.3303085847718676,-0.005011922445686872,-0.05527429841785617,-0.29101372129938546,0.21160764992443318,0.8338364487178902,1.0,0.9613687884215182,0.30603119824983055,0.256433834590529,0.5539136793832026,0.6350779957249137,0.48101387010663066,0.3142881339442378,0.029926799109338344,0.592933414056512,0.0881953171436692,0.418563003330429
MACD_Signal,0.4191157269582003,0.4287557874764,0.4184246604670446,0.4232735810482172,0.20781332970469896,-0.03769348943285957,,0.2754513133754567,-0.3337007637064219,-0.024877017784217352,0.007599353044627553,-0.27844109887655655,0.2860293827304313,0.7036566881650498,0.9613687884215182,1.0,0.03215197588934026,0.33542675535784405,0.3758824301398313,0.45239180253228034,0.5296568746192853,0.37545968369423,0.031889412007872965,0.38467432509721855,0.030395582103683,0.4022994566634098
MACD_Hist,-0.0739807015166741,-0.061436408822517635,-0.06251061522023918,-0.05464414633536716,-0.052182676604179794,0.021901211957531242,,-0.020451115267369355,-0.04522034866726384,0.06784087600053333,-0.22698412429802645,-0.09366060786823736,-0.2209077739065616,0.5940090169996428,0.30603119824983055,0.03215197588934026,1.0,-0.2289885764147659,0.7112424176831638,0.7413364341111364,-0.08529838790637145,-0.1573765654385725,-0.0016278164900852914,0.8225157121510424,0.21511188187871208,0.12841827365204286
